사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
Dec.23,경의선,1252,신촌,0 ,0 ,308 ,9 ,312 ,1203 ,555 ,3776 ,568 ,5604 ,791 ,4683 ,689 ,2080 ,729 ,1346 ,1136 ,1562 ,1118 ,2408 ,1174 ,1337 ,1545 ,1084 ,2271 ,1242 ,4294 ,1720 ,3501 ,1911 ,2217 ,1246 ,1118 ,634 ,1251 ,433 ,1031 ,161 ,467 ,448 ,3 ,106 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1261,효창공원앞,1 ,0 ,745 ,168 ,1802 ,2110 ,4578 ,6353 ,8022 ,17368 ,5520 ,9127 ,3794 ,4288 ,3732 ,3763 ,4159 ,3717 ,4283 ,4097 ,4473 ,3976 ,4857 ,4252 ,5920 ,4987 ,8821 ,6206 ,13742 ,8462 ,5364 ,6124 ,3672 ,4144 ,3430 ,4381 ,2767 ,4006 ,1232 ,3105 ,80 ,322 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1263,서강대,1 ,0 ,515 ,69 ,1516 ,1229 ,2818 ,2548 ,3826 ,8613 ,3002 ,6088 ,2806 ,4576 ,3086 ,3802 ,3519 ,3583 ,3429 ,4142 ,3689 ,3528 ,4204 ,3379 ,5381 ,4180 ,6843 ,4496 ,6323 ,4538 ,3793 ,3488 ,3409 ,2251 ,3953 ,2455 ,3264 ,2075 ,1461 ,1349 ,21 ,188 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1265,가좌,10 ,1 ,2962 ,267 ,7489 ,2336 ,21818 ,3884 ,26215 ,9909 ,12509 ,8194 ,10090 ,6688 ,9695 ,6517 ,10214 ,6408 ,8587 ,9390 ,8479 ,8248 ,9165 ,10310 ,10392 ,12168 ,9897 ,15608 ,9348 ,19683 ,5558 ,15969 ,4013 ,9548 ,3638 ,7320 ,2850 ,7801 ,1113 ,5796 ,37 ,765 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1267,수색,5 ,0 ,1428 ,230 ,3821 ,2493 ,7786 ,5098 ,9837 ,16128 ,5751 ,8260 ,3835 ,3791 ,3843 ,2888 ,3957 ,3002 ,3805 ,3952 ,3775 ,3259 ,4213 ,4136 ,5580 ,5157 ,8837 ,7306 ,11652 ,7946 ,5200 ,6193 ,3165 ,4386 ,2366 ,3464 ,1792 ,4003 ,879 ,2764 ,8 ,421 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1268,화전,1 ,0 ,673 ,418 ,1755 ,1349 ,4207 ,2483 ,4583 ,7550 ,3274 ,5691 ,3455 ,4371 ,3472 ,3274 ,4986 ,3373 ,3537 ,3991 ,4243 ,3332 ,4727 ,3012 ,6384 ,3002 ,6583 ,3466 ,5310 ,3964 ,2728 ,3111 ,2166 ,2007 ,1685 ,1998 ,1426 ,2271 ,1204 ,1748 ,105 ,601 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1269,강매,1 ,0 ,1947 ,229 ,6420 ,980 ,17261 ,1026 ,17241 ,3568 ,8532 ,1348 ,6147 ,1233 ,5048 ,1654 ,4528 ,1894 ,3937 ,2503 ,3365 ,2974 ,3277 ,4016 ,3846 ,5599 ,3634 ,7281 ,3615 ,11679 ,1317 ,9998 ,859 ,6713 ,767 ,6182 ,545 ,5607 ,282 ,3814 ,4 ,1376 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1270,행신,0 ,0 ,3708 ,1314 ,12850 ,5125 ,36152 ,6153 ,31350 ,10242 ,16321 ,7770 ,13173 ,6043 ,13320 ,8900 ,12222 ,8438 ,10351 ,10616 ,9223 ,9892 ,9453 ,10878 ,13389 ,16901 ,16022 ,21245 ,10550 ,35554 ,7070 ,26955 ,7689 ,14563 ,7730 ,14428 ,6476 ,12678 ,3025 ,8226 ,112 ,3160 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1271,능곡,74 ,0 ,4100 ,613 ,8789 ,2121 ,20442 ,2922 ,19205 ,6640 ,11577 ,4158 ,8754 ,3868 ,8034 ,4367 ,7353 ,5145 ,7117 ,5273 ,6561 ,5861 ,6719 ,7202 ,7593 ,9164 ,8251 ,11618 ,6504 ,16408 ,3503 ,13069 ,2806 ,8594 ,2244 ,8508 ,1624 ,8268 ,773 ,5361 ,79 ,3271 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1272,곡산,29 ,1 ,353 ,112 ,832 ,667 ,1637 ,1370 ,1579 ,2723 ,1099 ,914 ,967 ,876 ,850 ,714 ,775 ,816 ,778 ,757 ,1059 ,834 ,1103 ,823 ,1258 ,1020 ,1830 ,1313 ,1939 ,1468 ,566 ,1184 ,401 ,806 ,382 ,666 ,261 ,668 ,90 ,568 ,11 ,79 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1273,백마,164 ,0 ,4777 ,854 ,14490 ,5066 ,33390 ,5574 ,25775 ,10797 ,14810 ,6055 ,12459 ,4946 ,11752 ,5003 ,11782 ,6354 ,11043 ,7488 ,9455 ,8265 ,10404 ,9643 ,13071 ,11814 ,12605 ,16255 ,11490 ,25348 ,5038 ,24881 ,3928 ,13653 ,3372 ,15125 ,2997 ,13605 ,908 ,11730 ,76 ,1210 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1274,풍산,326 ,0 ,3842 ,276 ,9814 ,3032 ,22342 ,4356 ,20114 ,7870 ,13546 ,6355 ,10522 ,5365 ,10343 ,7493 ,9736 ,7694 ,9760 ,8242 ,9759 ,7447 ,10603 ,9195 ,11560 ,11552 ,11060 ,15174 ,9580 ,19423 ,5680 ,16991 ,4557 ,11510 ,5166 ,11405 ,3255 ,9813 ,1039 ,7810 ,108 ,1465 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1275,일산,904 ,5 ,7411 ,698 ,22918 ,3465 ,49070 ,7289 ,36084 ,16575 ,21985 ,8629 ,18500 ,7861 ,17726 ,9778 ,17033 ,11421 ,16585 ,12393 ,15658 ,14386 ,17098 ,15906 ,18640 ,18848 ,16773 ,26333 ,13787 ,37716 ,7119 ,35739 ,5752 ,18888 ,4882 ,21598 ,4216 ,19219 ,1447 ,12365 ,157 ,4729 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1276,탄현,18 ,0 ,5810 ,460 ,19840 ,2872 ,35622 ,5892 ,27402 ,9597 ,16736 ,5889 ,13627 ,4942 ,12621 ,5995 ,12395 ,7116 ,11242 ,7479 ,10448 ,9802 ,11277 ,10547 ,12480 ,14529 ,11870 ,20331 ,11749 ,28290 ,6273 ,28947 ,4789 ,15629 ,4574 ,16020 ,3487 ,13535 ,1433 ,9635 ,214 ,2902 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1277,야당,36 ,0 ,5463 ,399 ,15857 ,2985 ,30675 ,5141 ,29707 ,9344 ,16124 ,8001 ,13808 ,6613 ,13147 ,8526 ,13216 ,10071 ,12445 ,11058 ,11705 ,12553 ,12922 ,14932 ,13839 ,20896 ,14589 ,27807 ,12738 ,38111 ,9361 ,30768 ,10035 ,17270 ,11153 ,15999 ,10676 ,13976 ,5201 ,10505 ,1040 ,2894 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1278,운정,35 ,2 ,4171 ,494 ,17814 ,6565 ,28139 ,7207 ,27912 ,11015 ,15541 ,5977 ,12657 ,5311 ,11961 ,5945 ,11222 ,6825 ,10627 ,6802 ,9161 ,8587 ,10399 ,10334 ,13473 ,14762 ,13902 ,17884 ,12065 ,24922 ,5569 ,20873 ,4284 ,12731 ,3716 ,12594 ,2442 ,11103 ,707 ,7793 ,82 ,1911 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1279,금릉,29 ,0 ,2832 ,192 ,11271 ,2403 ,19246 ,5487 ,15587 ,10638 ,10261 ,5977 ,9302 ,4386 ,9532 ,4629 ,8651 ,5937 ,8484 ,7122 ,7606 ,7603 ,8839 ,8244 ,9739 ,10123 ,11199 ,13719 ,10907 ,16383 ,5389 ,15170 ,4400 ,9384 ,3697 ,9311 ,2867 ,8489 ,721 ,6301 ,102 ,1986 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1280,금촌,59 ,2 ,3350 ,232 ,8735 ,3867 ,18957 ,9135 ,17942 ,15451 ,13061 ,8363 ,11152 ,7482 ,12366 ,7843 ,12339 ,10367 ,11835 ,10329 ,11633 ,9515 ,12272 ,12054 ,13428 ,13670 ,15211 ,17619 ,16638 ,18012 ,7671 ,15628 ,6250 ,11222 ,5106 ,9981 ,3699 ,8379 ,888 ,6590 ,152 ,2052 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1282,월롱,59 ,1 ,405 ,22 ,804 ,2221 ,1825 ,8159 ,2091 ,9490 ,2064 ,2943 ,1905 ,1998 ,2329 ,1651 ,3570 ,2245 ,3375 ,1689 ,2869 ,1471 ,5052 ,2041 ,6390 ,2315 ,8820 ,2615 ,9593 ,2408 ,3216 ,2197 ,3174 ,2514 ,2430 ,2650 ,789 ,2311 ,126 ,1862 ,6 ,810 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1283,파주,59 ,0 ,837 ,4 ,1172 ,666 ,2609 ,2032 ,2958 ,4352 ,2261 ,1815 ,2205 ,1756 ,2349 ,1055 ,2156 ,1316 ,2113 ,1236 ,2167 ,979 ,2828 ,1408 ,3646 ,1556 ,4593 ,1617 ,3624 ,2008 ,1170 ,1875 ,869 ,1520 ,752 ,1221 ,225 ,1145 ,44 ,854 ,5 ,460 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1284,문산,920 ,8 ,2775 ,10 ,7335 ,2102 ,14967 ,6773 ,15621 ,13667 ,11692 ,5000 ,9577 ,6329 ,10057 ,7633 ,10183 ,8260 ,10341 ,8356 ,10052 ,7330 ,10391 ,9864 ,10443 ,10145 ,12549 ,12774 ,11675 ,13787 ,5058 ,13335 ,3977 ,9827 ,3095 ,7389 ,2346 ,7550 ,180 ,5547 ,0 ,2742 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1285,임진강,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,90 ,10 ,186 ,9 ,5 ,69 ,1 ,2 ,2 ,1 ,1 ,63 ,77 ,70 ,17 ,300 ,43 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1286,운천,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,7 ,64 ,49 ,0 ,0 ,28 ,3 ,0 ,0 ,1 ,1 ,1 ,7 ,15 ,4 ,89 ,54 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1291,서울역,3 ,1 ,631 ,17 ,1093 ,7775 ,2758 ,23575 ,2931 ,35359 ,2278 ,21608 ,1786 ,7675 ,2159 ,5356 ,3384 ,5519 ,4267 ,7030 ,4317 ,3593 ,6678 ,3635 ,9430 ,4433 ,17533 ,5678 ,29515 ,6444 ,11495 ,2781 ,6993 ,1647 ,7003 ,2257 ,1101 ,264 ,2752 ,957 ,3 ,151 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1292,공덕,29 ,4 ,713 ,150 ,1840 ,1928 ,4037 ,6496 ,5378 ,19205 ,4880 ,8504 ,5628 ,4061 ,6137 ,4392 ,5873 ,4131 ,6601 ,3993 ,6369 ,4079 ,6646 ,4373 ,7885 ,5513 ,11673 ,7316 ,16681 ,7503 ,8485 ,5034 ,7424 ,3534 ,8848 ,3795 ,7734 ,3311 ,3486 ,2121 ,222 ,305 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1293,홍대입구,10 ,0 ,343 ,151 ,841 ,615 ,1361 ,1524 ,1536 ,7263 ,1392 ,6258 ,1442 ,5255 ,1607 ,5089 ,2211 ,5841 ,2579 ,6811 ,3484 ,6480 ,4035 ,6037 ,5202 ,7049 ,6778 ,7116 ,7267 ,7462 ,5561 ,5351 ,5486 ,3122 ,6349 ,2816 ,6878 ,2133 ,2945 ,1415 ,64 ,252 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1294,디지털미디어시티,7 ,0 ,1097 ,307 ,3037 ,1558 ,9264 ,1594 ,10654 ,4014 ,5953 ,2958 ,4671 ,2255 ,4456 ,2289 ,4505 ,2589 ,3946 ,3248 ,4145 ,3020 ,4345 ,3649 ,5538 ,4863 ,5524 ,7191 ,5215 ,9934 ,3021 ,7287 ,2252 ,5038 ,1943 ,4372 ,1668 ,4567 ,879 ,3085 ,54 ,514 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1295,김포공항,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경의선,1296,계양,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1311,신내,39 ,2 ,952 ,450 ,3129 ,2039 ,8391 ,4732 ,7061 ,8286 ,3855 ,2563 ,3288 ,1755 ,3012 ,2042 ,2974 ,1901 ,3033 ,2700 ,3033 ,2239 ,3384 ,3643 ,3871 ,3098 ,4473 ,4694 ,5999 ,5197 ,2567 ,4587 ,1416 ,2613 ,1263 ,2155 ,1107 ,2235 ,629 ,1846 ,99 ,757 ,0 ,12 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1312,갈매,8 ,0 ,2022 ,316 ,4220 ,1024 ,16342 ,2137 ,10169 ,5719 ,6833 ,2626 ,4941 ,2864 ,3846 ,1969 ,4486 ,2286 ,3802 ,3312 ,3634 ,2548 ,3673 ,4672 ,4568 ,4425 ,4401 ,6729 ,4760 ,10459 ,2277 ,7457 ,1994 ,4501 ,2346 ,3880 ,1245 ,3497 ,687 ,1971 ,10 ,866 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1313,별내,25 ,0 ,1404 ,905 ,3214 ,2889 ,12168 ,4633 ,9288 ,6980 ,6339 ,3869 ,4545 ,3548 ,4068 ,3199 ,4864 ,3320 ,4368 ,4119 ,4356 ,3356 ,5430 ,4683 ,7123 ,5139 ,6254 ,7887 ,6210 ,9287 ,3159 ,8418 ,2615 ,4636 ,2269 ,3067 ,2081 ,3649 ,1105 ,1850 ,56 ,578 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1314,퇴계원,6 ,0 ,2728 ,427 ,5172 ,1793 ,17631 ,3534 ,12186 ,5112 ,9076 ,2632 ,6575 ,3380 ,5550 ,2702 ,6541 ,3326 ,5794 ,3528 ,4319 ,4184 ,4626 ,4564 ,4636 ,6277 ,4996 ,10395 ,5685 ,10309 ,2560 ,11368 ,1999 ,5958 ,1469 ,4674 ,1093 ,5846 ,518 ,2991 ,62 ,1149 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1315,사릉,21 ,0 ,1677 ,505 ,3394 ,1185 ,9033 ,4658 ,7302 ,3920 ,4665 ,1770 ,3671 ,1892 ,3262 ,2023 ,3371 ,2091 ,2981 ,1870 ,2496 ,2788 ,3019 ,2587 ,3063 ,3736 ,4013 ,5053 ,4606 ,6456 ,1688 ,7342 ,1279 ,3279 ,878 ,3059 ,632 ,2685 ,285 ,1923 ,13 ,526 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1316,금곡,13 ,0 ,1460 ,382 ,2228 ,1196 ,4235 ,1930 ,3957 ,4873 ,3015 ,1828 ,2439 ,1738 ,2949 ,1283 ,2514 ,2022 ,2471 ,1539 ,2131 ,2440 ,2430 ,2244 ,2731 ,2548 ,3393 ,3200 ,3221 ,3847 ,1068 ,3305 ,876 ,1478 ,592 ,1736 ,379 ,1627 ,251 ,1094 ,8 ,273 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1317,평내호평,569 ,14 ,5542 ,686 ,12650 ,1591 ,25273 ,4199 ,20214 ,9417 ,11846 ,6402 ,10831 ,5286 ,9998 ,5912 ,9468 ,7966 ,8940 ,7328 ,7974 ,9677 ,8578 ,9356 ,8752 ,11274 ,8789 ,18567 ,8368 ,19158 ,4895 ,20602 ,4439 ,10411 ,4240 ,8409 ,3846 ,7790 ,1684 ,5776 ,51 ,2565 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1318,천마산,15 ,0 ,1003 ,192 ,2979 ,574 ,6639 ,1472 ,5313 ,1834 ,4637 ,1340 ,3643 ,1170 ,2827 ,1575 ,2766 ,2031 ,2365 ,1855 ,2415 ,2493 ,2027 ,3075 ,2135 ,2931 ,1855 ,4064 ,2057 ,4430 ,837 ,4027 ,623 ,2909 ,474 ,2358 ,285 ,1820 ,153 ,1162 ,8 ,251 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1319,마석,14 ,0 ,1244 ,325 ,7589 ,2706 ,12564 ,5328 ,11200 ,6479 ,9337 ,4771 ,7631 ,3669 ,6615 ,4928 ,7271 ,4680 ,6227 ,6201 ,5981 ,5960 ,6366 ,7138 ,7061 ,6726 ,6560 ,9445 ,6441 ,9381 ,3153 ,11671 ,2618 ,6438 ,1881 ,5189 ,1607 ,4487 ,639 ,2103 ,39 ,895 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1320,대성리,0 ,0 ,298 ,46 ,660 ,252 ,958 ,785 ,1161 ,1116 ,973 ,541 ,1256 ,800 ,2350 ,701 ,1151 ,810 ,941 ,1126 ,951 ,1932 ,1104 ,1316 ,1436 ,1196 ,1262 ,1016 ,708 ,906 ,362 ,682 ,227 ,603 ,175 ,390 ,125 ,319 ,78 ,246 ,1 ,8 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1321,청평,3 ,1 ,779 ,113 ,1734 ,669 ,3653 ,1530 ,5167 ,3541 ,3701 ,2532 ,4072 ,2670 ,4718 ,2230 ,3871 ,3218 ,3616 ,2930 ,3497 ,3425 ,3638 ,4091 ,3284 ,4072 ,3723 ,5110 ,2558 ,3997 ,1484 ,3183 ,1578 ,2569 ,971 ,1793 ,519 ,1473 ,159 ,1418 ,7 ,263 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1322,상천,0 ,0 ,157 ,16 ,196 ,139 ,493 ,201 ,702 ,605 ,442 ,400 ,415 ,413 ,666 ,436 ,609 ,427 ,567 ,331 ,647 ,454 ,520 ,531 ,591 ,552 ,566 ,539 ,246 ,281 ,118 ,429 ,116 ,208 ,73 ,248 ,26 ,132 ,7 ,154 ,1 ,32 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1323,가평,1 ,0 ,552 ,95 ,1401 ,597 ,3259 ,1918 ,4168 ,5275 ,3363 ,2436 ,3898 ,2837 ,5139 ,3705 ,3741 ,3921 ,3404 ,4290 ,3814 ,4509 ,4042 ,4666 ,4166 ,3054 ,5236 ,3759 ,3850 ,3367 ,1800 ,3244 ,1376 ,2407 ,963 ,1780 ,480 ,1472 ,280 ,1246 ,13 ,326 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1324,굴봉산,0 ,0 ,47 ,4 ,64 ,28 ,149 ,86 ,173 ,262 ,201 ,378 ,232 ,794 ,417 ,494 ,230 ,337 ,300 ,271 ,296 ,289 ,333 ,244 ,269 ,239 ,224 ,184 ,152 ,215 ,71 ,116 ,70 ,98 ,53 ,82 ,36 ,70 ,10 ,56 ,2 ,16 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1325,백양리,0 ,0 ,31 ,13 ,21 ,36 ,32 ,512 ,148 ,1044 ,177 ,769 ,323 ,1097 ,893 ,833 ,546 ,703 ,517 ,518 ,551 ,789 ,899 ,567 ,1212 ,413 ,1943 ,349 ,1183 ,349 ,241 ,173 ,333 ,141 ,448 ,169 ,342 ,96 ,276 ,60 ,49 ,7 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1326,강촌,7 ,0 ,86 ,37 ,152 ,90 ,293 ,217 ,517 ,1428 ,660 ,1036 ,756 ,1082 ,1372 ,1190 ,1002 ,628 ,1081 ,796 ,1079 ,835 ,1374 ,636 ,1286 ,830 ,1089 ,592 ,726 ,623 ,325 ,463 ,269 ,316 ,176 ,374 ,68 ,297 ,19 ,232 ,8 ,41 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1327,김유정,12 ,0 ,83 ,13 ,154 ,94 ,560 ,480 ,541 ,673 ,479 ,648 ,514 ,913 ,796 ,1306 ,733 ,1002 ,907 ,899 ,973 ,882 ,1286 ,635 ,1225 ,516 ,1001 ,551 ,739 ,636 ,227 ,375 ,226 ,329 ,88 ,242 ,34 ,210 ,20 ,105 ,14 ,68 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1328,남춘천,459 ,6 ,1348 ,22 ,3118 ,628 ,4497 ,2107 ,5618 ,3906 ,5887 ,4419 ,5979 ,3596 ,5584 ,6862 ,5548 ,7392 ,6176 ,5750 ,7664 ,4785 ,7589 ,5901 ,6732 ,5377 ,5735 ,6519 ,4252 ,6377 ,3547 ,8622 ,2919 ,3707 ,2933 ,3411 ,1658 ,4567 ,564 ,2436 ,5 ,2245 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,경춘선,1329,춘천,256 ,0 ,491 ,9 ,1272 ,269 ,1695 ,861 ,2559 ,2499 ,2893 ,2904 ,2669 ,2427 ,2746 ,3839 ,2666 ,3215 ,3556 ,3519 ,4334 ,2350 ,5201 ,3204 ,4615 ,2337 ,3927 ,2502 ,2989 ,2390 ,1863 ,2986 ,1267 ,1226 ,832 ,1308 ,452 ,1124 ,92 ,1291 ,1 ,740 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,수인선,1873,고색,579 ,2 ,2870 ,365 ,7551 ,3216 ,17234 ,16023 ,14396 ,22594 ,7336 ,6126 ,5257 ,3063 ,5875 ,3677 ,6476 ,3995 ,5671 ,4337 ,5230 ,4523 ,5954 ,5183 ,7681 ,7313 ,16989 ,9337 ,20433 ,12116 ,6381 ,11759 ,5926 ,8327 ,4088 ,6389 ,2309 ,5829 ,874 ,4172 ,4 ,2242 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,수인선,1874,오목천,24 ,0 ,993 ,316 ,5724 ,1768 ,12192 ,4392 ,13808 ,10190 ,8735 ,5635 ,7113 ,4133 ,7519 ,3738 ,7880 ,4642 ,6893 ,5906 ,6434 ,4622 ,7878 ,5588 ,10146 ,8131 ,9120 ,7229 ,9034 ,13194 ,4680 ,8395 ,2703 ,5017 ,2527 ,4980 ,1863 ,6055 ,788 ,3683 ,13 ,407 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,수인선,1875,어천,0 ,0 ,229 ,85 ,1170 ,1346 ,2713 ,2895 ,3016 ,3055 ,2630 ,1287 ,2518 ,1223 ,2561 ,1514 ,2472 ,1628 ,2311 ,1811 ,1926 ,1927 ,2638 ,2180 ,3365 ,3078 ,3194 ,2801 ,4009 ,3594 ,1440 ,2657 ,993 ,1431 ,595 ,1737 ,440 ,1362 ,171 ,785 ,1 ,106 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,수인선,1876,야목,1 ,0 ,137 ,127 ,509 ,644 ,1015 ,627 ,1083 ,724 ,796 ,316 ,639 ,438 ,542 ,279 ,557 ,372 ,610 ,420 ,579 ,402 ,766 ,479 ,1070 ,640 ,1146 ,789 ,862 ,988 ,362 ,641 ,220 ,312 ,139 ,390 ,137 ,330 ,66 ,233 ,1 ,45 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,수인선,1877,사리,0 ,0 ,4742 ,399 ,10680 ,1601 ,22857 ,3137 ,21514 ,5159 ,11932 ,2455 ,8967 ,2912 ,7934 ,2834 ,7964 ,3974 ,8214 ,5033 ,6541 ,4748 ,6367 ,7209 ,7641 ,9993 ,7546 ,11070 ,7009 ,20221 ,3827 ,13571 ,2573 ,9388 ,2176 ,9878 ,2063 ,8095 ,818 ,6407 ,24 ,697 ,1 ,0 ,0 ,0 ,0 ,0 
Dec.23,수인선,1878,달월,0 ,0 ,9 ,38 ,65 ,124 ,155 ,126 ,176 ,306 ,67 ,127 ,69 ,87 ,130 ,88 ,101 ,107 ,121 ,186 ,144 ,87 ,142 ,96 ,378 ,141 ,425 ,142 ,969 ,179 ,67 ,81 ,59 ,63 ,40 ,58 ,19 ,66 ,20 ,36 ,1 ,6 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,수인선,1879,월곶,0 ,0 ,1257 ,267 ,4876 ,1322 ,10560 ,1717 ,10178 ,2854 ,5694 ,2933 ,4507 ,3170 ,4340 ,3730 ,4719 ,4161 ,4261 ,3956 ,4054 ,4018 ,4237 ,4794 ,4958 ,6230 ,5015 ,7042 ,5502 ,10110 ,3215 ,5626 ,2470 ,3920 ,2136 ,4025 ,1357 ,3425 ,640 ,2036 ,9 ,325 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,수인선,1880,소래포구,41 ,1 ,2872 ,405 ,6711 ,2998 ,14780 ,3415 ,13269 ,6634 ,7582 ,6767 ,6362 ,5598 ,7765 ,10233 ,9963 ,12948 ,9168 ,11022 ,11446 ,9328 ,13562 ,8341 ,13563 ,10484 ,9852 ,11451 ,7894 ,14139 ,4990 ,9346 ,4271 ,6481 ,4267 ,6750 ,3387 ,5522 ,1560 ,3992 ,37 ,753 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,수인선,1881,인천논현,3 ,0 ,2639 ,642 ,6097 ,4294 ,13562 ,8066 ,13376 ,12400 ,8659 ,8888 ,8097 ,6621 ,8234 ,7294 ,9057 ,8458 ,8631 ,9277 ,8601 ,9161 ,9608 ,9636 ,10164 ,12751 ,12409 ,15960 ,12017 ,18356 ,7370 ,11586 ,6729 ,8318 ,6775 ,7248 ,5319 ,5660 ,2670 ,4092 ,21 ,775 ,0 ,0 ,0 ,0 ,0 ,0 
